LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
0.000000,0.000000,1726714102.149138,394130.000,62324,1,TL,1,100,2024-09-18_22-48-17-165938
0.000000,0.000000,1726714102.171139,394152.000,62327,1,TL,1,100,2024-09-18_22-48-22-159542
0.000000,0.000000,1726714107.258193,399239.000,63154,1,TL,1,100,2024-09-18_22-48-22-288942
0.000000,0.000000,1726714107.284193,399265.000,63157,1,TL,1,100,2024-09-18_22-48-27-268094
0.000000,0.000000,1726714112.366247,404347.000,63997,1,TL,1,100,2024-09-18_22-48-27-398282
0.000000,0.000000,1726714112.389247,404370.000,64000,1,TL,1,100,2024-09-18_22-48-32-378012
0.000000,0.000000,1726714117.485301,409466.000,64840,1,TL,1,100,2024-09-18_22-48-32-506629
0.000000,0.000000,1726714117.506301,409487.000,64843,1,TL,1,100,2024-09-18_22-48-37-500430
0.000000,0.000000,1726714122.614355,414595.000,148,1,TL,1,100,2024-09-18_22-48-37-627375
0.000000,0.000000,1726714122.644356,414625.000,151,1,TL,1,100,2024-09-18_22-48-42-626764
0.000000,0.000000,1726714127.722410,419703.000,992,1,TL,1,100,2024-09-18_22-48-42-703960
0.000000,0.000000,1726714127.742410,419723.000,995,1,TL,1,100,2024-09-18_22-48-47-730031
0.000000,0.000000,1726714132.855464,424836.000,1853,1,TL,1,100,2024-09-18_22-48-47-779535
0.000000,0.000000,1726714132.876464,424857.000,1856,1,TL,1,100,2024-09-18_22-48-52-867837
0.000000,0.000000,1726714137.964518,429945.000,2699,1,TL,1,100,2024-09-18_22-48-52-952416
0.000000,0.000000,1726714137.986518,429967.000,2702,1,TL,1,100,2024-09-18_22-48-57-980256
0.000000,0.000000,1726714143.074572,435055.000,3542,1,TL,1,100,2024-09-18_22-48-58-030570
0.000000,0.000000,1726714143.090573,435071.000,3545,1,TL,1,100,2024-09-18_22-49-03-084239
0.000000,0.000000,1726714148.182626,440163.000,4385,1,TL,1,100,2024-09-18_22-49-03-143782
0.000000,0.000000,1726714148.199627,440180.000,4388,1,TL,1,100,2024-09-18_22-49-08-191192
0.000000,0.000000,1726714153.301681,445282.000,5245,1,TL,1,100,2024-09-18_22-49-08-225187
0.000000,0.000000,1726714153.327681,445308.000,5248,1,TL,1,100,2024-09-18_22-49-13-319020
0.000000,0.000000,1726714158.409735,450390.000,6089,1,TL,1,100,2024-09-18_22-49-13-402392
0.000000,0.000000,1726714158.432735,450413.000,6092,1,TL,1,100,2024-09-18_22-49-18-422849
0.000000,0.000000,1726714163.517789,455498.000,6933,1,TL,1,100,2024-09-18_22-49-18-473940
0.000000,0.000000,1726714163.540789,455521.000,6936,1,TL,1,100,2024-09-18_22-49-23-529621
0.000000,0.000000,1726714168.659844,460640.000,7794,1,TL,1,100,2024-09-18_22-49-23-569259
0.000000,0.000000,1726714168.674844,460655.000,7797,1,TL,1,100,2024-09-18_22-49-28-668693
0.000000,0.000000,1726714173.766898,465747.000,8639,1,TL,1,100,2024-09-18_22-49-28-740532
0.000000,0.000000,1726714173.782898,465763.000,8642,1,TL,1,100,2024-09-18_22-49-33-775469
0.000000,0.000000,1726714178.874952,470855.000,9481,1,TL,1,100,2024-09-18_22-49-33-863829
0.000000,0.000000,1726714178.905952,470886.000,9484,1,TL,1,100,2024-09-18_22-49-38-896230
0.000000,0.000000,1726714184.013006,475993.000,10343,1,TL,1,100,2024-09-18_22-49-38-933929
0.000000,0.000000,1726714184.044007,476024.000,10346,1,TL,1,100,2024-09-18_22-49-44-033340
0.000000,0.000000,1726714189.124061,481104.000,11186,1,TL,1,100,2024-09-18_22-49-44-104011
0.000000,0.000000,1726714189.138061,481118.000,11189,1,TL,1,100,2024-09-18_22-49-49-131152
0.000000,0.000000,1726714194.232115,486212.000,12031,1,TL,1,100,2024-09-18_22-49-49-188259
0.000000,0.000000,1726714194.256115,486236.000,12034,1,TL,1,100,2024-09-18_22-49-54-245597
0.000000,0.000000,1726714199.364169,491344.000,12895,1,TL,1,100,2024-09-18_22-49-54-290169
0.000000,0.000000,1726714199.379169,491359.000,12898,1,TL,1,100,2024-09-18_22-49-59-371385
0.000000,0.000000,1726714204.471223,496451.000,13739,1,TL,1,100,2024-09-18_22-49-59-463317
0.000000,0.000000,1726714204.490223,496470.000,13742,1,TL,1,100,2024-09-18_22-50-04-482978
0.000000,0.000000,1726714209.580277,501560.000,14585,1,TL,1,100,2024-09-18_22-50-04-535047
0.000000,0.000000,1726714209.601278,501581.000,14588,1,TL,1,100,2024-09-18_22-50-09-589366
0.000000,0.000000,1726714214.688332,506668.000,15430,1,TL,1,100,2024-09-18_22-50-09-639045
0.000000,0.000000,1726714214.712332,506692.000,15433,1,TL,1,100,2024-09-18_22-50-14-701105
0.000000,0.000000,1726714219.820386,511800.000,16289,1,TL,1,100,2024-09-18_22-50-14-737826
0.000000,0.000000,1726714219.841386,511821.000,16292,1,TL,1,100,2024-09-18_22-50-19-834332
0.000000,0.000000,1726714224.927440,516907.000,17133,1,TL,1,100,2024-09-18_22-50-19-905678
0.000000,0.000000,1726714224.947440,516927.000,17136,1,TL,1,100,2024-09-18_22-50-24-939710
0.000000,0.000000,1726714230.058495,522038.000,17988,1,TL,1,100,2024-09-18_22-50-24-973209
0.000000,0.000000,1726714230.074495,522054.000,17991,1,TL,1,100,2024-09-18_22-50-30-067322
0.000000,0.000000,1726714235.168549,527148.000,18834,1,TL,1,100,2024-09-18_22-50-30-154130
0.000000,0.000000,1726714235.188549,527168.000,18837,1,TL,1,100,2024-09-18_22-50-35-180354
0.000000,0.000000,1726714240.278603,532258.000,19682,1,TL,1,100,2024-09-18_22-50-35-230095
0.000000,0.000000,1726714240.296603,532276.000,19685,1,TL,1,100,2024-09-18_22-50-40-287319
0.000000,0.000000,1726714245.384657,537364.000,20520,1,TL,1,100,2024-09-18_22-50-40-320101
0.000000,0.000000,1726714245.399657,537379.000,20523,1,TL,1,100,2024-09-18_22-50-45-393624
0.000000,0.000000,1726714250.492711,542472.000,21364,1,TL,1,100,2024-09-18_22-50-45-463232
0.000000,0.000000,1726714250.517711,542497.000,21367,1,TL,1,100,2024-09-18_22-50-50-505235
0.000000,0.000000,1726714255.623766,547603.000,22220,1,TL,1,100,2024-09-18_22-50-50-543044
0.000000,0.000000,1726714255.650766,547630.000,22223,1,TL,1,100,2024-09-18_22-50-55-638227
0.000000,0.000000,1726714260.730820,552710.000,23055,1,TL,1,100,2024-09-18_22-50-55-721131
0.000000,0.000000,1726714260.749820,552729.000,23058,1,TL,1,100,2024-09-18_22-51-00-741755
0.000000,0.000000,1726714265.838874,557818.000,23896,1,TL,1,100,2024-09-18_22-51-00-785590
0.000000,0.000000,1726714265.852874,557832.000,23899,1,TL,1,100,2024-09-18_22-51-05-846874
