LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
0.000000,0.000000,1726714033.062406,325044.000,51402,2,RD,1,100,TL
0.000000,0.000000,1726714035.617433,327599.000,51402,2,RD,1,100,TU
0.000000,0.000000,1726714038.172960,330154.500,52241,2,RD,1,100,TL
0.000000,0.000000,1726714040.728487,332710.000,52241,2,RD,1,100,TU
0.000000,0.000000,1726714043.289514,335271.000,53078,2,RD,1,100,TL
0.000000,0.000000,1726714045.850542,337832.000,53078,2,RD,1,100,TU
0.000000,0.000000,1726714048.410569,340392.000,53920,2,RD,1,100,TL
0.000000,0.000000,1726714050.970596,342952.000,53920,2,RD,1,100,TU
0.000000,0.000000,1726714053.531123,345512.500,54757,2,RD,1,100,TL
0.000000,0.000000,1726714056.091650,348073.000,54757,2,RD,1,100,TU
0.000000,0.000000,1726714058.656677,350638.000,55601,2,RD,1,100,TL
0.000000,0.000000,1726714061.221705,353203.000,55601,2,RD,1,100,TU
0.000000,0.000000,1726714063.776232,355757.500,56438,2,RD,1,100,TL
0.000000,0.000000,1726714066.330759,358312.000,56438,2,RD,1,100,TU
0.000000,0.000000,1726714068.885786,360867.000,57267,2,RD,1,100,TL
0.000000,0.000000,1726714071.440813,363422.000,57267,2,RD,1,100,TU
0.000000,0.000000,1726714073.998340,365979.500,58109,2,RD,1,100,TL
0.000000,0.000000,1726714076.555867,368537.000,58109,2,RD,1,100,TU
0.000000,0.000000,1726714079.110894,371092.000,58952,2,RD,1,100,TL
0.000000,0.000000,1726714081.665921,373647.000,58952,2,RD,1,100,TU
0.000000,0.000000,1726714084.228448,376209.500,59791,2,RD,1,100,TL
0.000000,0.000000,1726714086.790976,378772.000,59791,2,RD,1,100,TU
0.000000,0.000000,1726714089.352003,381333.000,60638,2,RD,1,100,TL
0.000000,0.000000,1726714091.913030,383894.000,60638,2,RD,1,100,TU
0.000000,0.000000,1726714094.469557,386450.500,61481,2,RD,1,100,TL
0.000000,0.000000,1726714097.026084,389007.000,61481,2,RD,1,100,TU
0.000000,0.000000,1726714099.588611,391569.500,62326,2,RD,1,100,TL
0.000000,0.000000,1726714102.151138,394132.000,62326,2,RD,1,100,TU
0.000000,0.000000,1726714104.705666,396686.500,63156,2,RD,1,100,TL
0.000000,0.000000,1726714107.260193,399241.000,63156,2,RD,1,100,TU
0.000000,0.000000,1726714109.815720,401796.500,63999,2,RD,1,100,TL
0.000000,0.000000,1726714112.371247,404352.000,63999,2,RD,1,100,TU
0.000000,0.000000,1726714114.930774,406911.500,64842,2,RD,1,100,TL
0.000000,0.000000,1726714117.490301,409471.000,64842,2,RD,1,100,TU
0.000000,0.000000,1726714120.053328,412034.000,150,2,RD,1,100,TL
0.000000,0.000000,1726714122.616355,414597.000,150,2,RD,1,100,TU
0.000000,0.000000,1726714125.169883,417150.500,994,2,RD,1,100,TL
0.000000,0.000000,1726714127.723410,419704.000,994,2,RD,1,100,TU
0.000000,0.000000,1726714130.290437,422271.000,1855,2,RD,1,100,TL
0.000000,0.000000,1726714132.857464,424838.000,1855,2,RD,1,100,TU
0.000000,0.000000,1726714135.413491,427394.000,2701,2,RD,1,100,TL
0.000000,0.000000,1726714137.969518,429950.000,2701,2,RD,1,100,TU
0.000000,0.000000,1726714140.522545,432503.000,3544,2,RD,1,100,TL
0.000000,0.000000,1726714143.075572,435056.000,3544,2,RD,1,100,TU
0.000000,0.000000,1726714145.629599,437610.000,4387,2,RD,1,100,TL
0.000000,0.000000,1726714148.183627,440164.000,4387,2,RD,1,100,TU
0.000000,0.000000,1726714150.746154,442726.500,5247,2,RD,1,100,TL
0.000000,0.000000,1726714153.308681,445289.000,5247,2,RD,1,100,TU
0.000000,0.000000,1726714155.860208,447840.500,6091,2,RD,1,100,TL
0.000000,0.000000,1726714158.411735,450392.000,6091,2,RD,1,100,TU
0.000000,0.000000,1726714160.965262,452945.500,6935,2,RD,1,100,TL
0.000000,0.000000,1726714163.518789,455499.000,6935,2,RD,1,100,TU
0.000000,0.000000,1726714166.089816,458070.000,7796,2,RD,1,100,TL
0.000000,0.000000,1726714168.660844,460641.000,7796,2,RD,1,100,TU
0.000000,0.000000,1726714171.214371,463194.500,8641,2,RD,1,100,TL
0.000000,0.000000,1726714173.767898,465748.000,8641,2,RD,1,100,TU
0.000000,0.000000,1726714176.322425,468302.500,9483,2,RD,1,100,TL
0.000000,0.000000,1726714178.876952,470857.000,9483,2,RD,1,100,TU
0.000000,0.000000,1726714181.447479,473427.500,10345,2,RD,1,100,TL
0.000000,0.000000,1726714184.018006,475998.000,10345,2,RD,1,100,TU
0.000000,0.000000,1726714186.571533,478551.500,11188,2,RD,1,100,TL
0.000000,0.000000,1726714189.125061,481105.000,11188,2,RD,1,100,TU
0.000000,0.000000,1726714191.681588,483661.500,12033,2,RD,1,100,TL
0.000000,0.000000,1726714194.238115,486218.000,12033,2,RD,1,100,TU
0.000000,0.000000,1726714196.802142,488782.000,12897,2,RD,1,100,TL
0.000000,0.000000,1726714199.366169,491346.000,12897,2,RD,1,100,TU
0.000000,0.000000,1726714201.920196,493900.000,13741,2,RD,1,100,TL
0.000000,0.000000,1726714204.474223,496454.000,13741,2,RD,1,100,TU
0.000000,0.000000,1726714207.027750,499007.500,14587,2,RD,1,100,TL
0.000000,0.000000,1726714209.581277,501561.000,14587,2,RD,1,100,TU
0.000000,0.000000,1726714212.135305,504115.000,15432,2,RD,1,100,TL
0.000000,0.000000,1726714214.689332,506669.000,15432,2,RD,1,100,TU
0.000000,0.000000,1726714217.255359,509235.000,16291,2,RD,1,100,TL
0.000000,0.000000,1726714219.821386,511801.000,16291,2,RD,1,100,TU
0.000000,0.000000,1726714222.375413,514355.000,17135,2,RD,1,100,TL
0.000000,0.000000,1726714224.929440,516909.000,17135,2,RD,1,100,TU
0.000000,0.000000,1726714227.494467,519474.000,17990,2,RD,1,100,TL
0.000000,0.000000,1726714230.059495,522039.000,17990,2,RD,1,100,TU
0.000000,0.000000,1726714232.616022,524595.500,18836,2,RD,1,100,TL
0.000000,0.000000,1726714235.172549,527152.000,18836,2,RD,1,100,TU
0.000000,0.000000,1726714237.726576,529706.000,19684,2,RD,1,100,TL
0.000000,0.000000,1726714240.280603,532260.000,19684,2,RD,1,100,TU
0.000000,0.000000,1726714242.833630,534813.000,20522,2,RD,1,100,TL
0.000000,0.000000,1726714245.386657,537366.000,20522,2,RD,1,100,TU
0.000000,0.000000,1726714247.942684,539922.000,21366,2,RD,1,100,TL
0.000000,0.000000,1726714250.498711,542478.000,21366,2,RD,1,100,TU
0.000000,0.000000,1726714253.062238,545041.500,22222,2,RD,1,100,TL
0.000000,0.000000,1726714255.625766,547605.000,22222,2,RD,1,100,TU
0.000000,0.000000,1726714258.179293,550158.500,23057,2,RD,1,100,TL
0.000000,0.000000,1726714260.732820,552712.000,23057,2,RD,1,100,TU
0.000000,0.000000,1726714263.286847,555266.000,23898,2,RD,1,100,TL
0.000000,0.000000,1726714265.840874,557820.000,23898,2,RD,1,100,TU
