EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1892370.000,41490,2,PI,1,100,1879
1892410.000,41507,3,PI,1,100,1881
1892450.000,41507,3,PI,1,100,1885
1892490.000,41507,3,PI,1,100,1876
1892530.000,41523,3,PI,1,100,1881
1892570.000,41523,3,PI,1,100,1873
1892610.000,41523,3,PI,1,100,1877
1892650.000,41539,2,PI,1,100,1879
1892690.000,41539,2,PI,1,100,1887
1892730.000,41555,3,PI,1,100,1878
1892770.000,41555,3,PI,1,100,1872
1892810.000,41555,3,PI,1,100,1875
1892850.000,41578,3,PI,1,100,1882
1892890.000,41578,3,PI,1,100,1885
1892930.000,41578,3,PI,1,100,1887
1892970.000,41595,3,PI,1,100,1891
1893010.000,41595,3,PI,1,100,1906
1893050.000,41595,3,PI,1,100,1882
1893090.000,41612,2,PI,1,100,1893
1893130.000,41612,2,PI,1,100,1887
1893170.000,41627,3,PI,1,100,1886
1893210.000,41627,3,PI,1,100,1905
1893250.000,41627,3,PI,1,100,1874
1893290.000,41644,2,PI,1,100,1893
1893330.000,41644,2,PI,1,100,1890
1893370.000,41660,3,PI,1,100,1902
1893410.000,41660,3,PI,1,100,1884
1893450.000,41660,3,PI,1,100,1877
1893489.500,41677,2,PI,1,100,1883
1893529.000,41677,2,PI,1,100,1886
1893569.333,41693,3,PI,1,100,1897
1893609.667,41693,3,PI,1,100,1882
1893650.000,41693,3,PI,1,100,1908
1893690.000,41709,2,PI,1,100,1879
1893730.000,41709,2,PI,1,100,1894
1893769.667,41725,3,PI,1,100,1874
1893809.333,41725,3,PI,1,100,1893
1893849.000,41725,3,PI,1,100,1890
1893889.333,41743,3,PI,1,100,1890
1893929.667,41743,3,PI,1,100,1899
1893970.000,41743,3,PI,1,100,1891
1894009.500,41759,2,PI,1,100,1876
1894049.000,41759,2,PI,1,100,1898
1894089.333,41774,3,PI,1,100,1900
1894129.667,41774,3,PI,1,100,1896
1894170.000,41774,3,PI,1,100,1905
1894209.500,41790,2,PI,1,100,1894
1894249.000,41790,2,PI,1,100,1888
1894289.333,41808,3,PI,1,100,1898
1894329.667,41808,3,PI,1,100,1888
1894370.000,41808,3,PI,1,100,1896
1894410.000,41824,2,PI,1,100,1891
1894450.000,41824,2,PI,1,100,1901
1894490.000,41839,3,PI,1,100,1889
1894530.000,41839,3,PI,1,100,1888
1894570.000,41839,3,PI,1,100,1892
1894609.500,41856,2,PI,1,100,1881
1894649.000,41856,2,PI,1,100,1885
1894689.000,41873,3,PI,1,100,1881
1894729.000,41873,3,PI,1,100,1881
1894769.000,41873,3,PI,1,100,1882
1894809.000,41889,2,PI,1,100,1878
1894849.000,41889,2,PI,1,100,1881
1894889.000,41905,3,PI,1,100,1876
1894929.000,41905,3,PI,1,100,1879
1894969.000,41905,3,PI,1,100,1882
1895009.000,41921,3,PI,1,100,1880
1895049.000,41921,3,PI,1,100,1876
1895089.000,41921,3,PI,1,100,1895
1895129.000,41938,2,PI,1,100,1895
1895169.000,41938,2,PI,1,100,1885
1895209.000,41954,3,PI,1,100,1893
1895249.000,41954,3,PI,1,100,1879
1895289.000,41954,3,PI,1,100,1890
1895329.000,41970,2,PI,1,100,1882
1895369.000,41970,2,PI,1,100,1881
1895409.000,41986,3,PI,1,100,1891
1895449.000,41986,3,PI,1,100,1893
1895489.000,41986,3,PI,1,100,1882
1895529.000,42003,2,PI,1,100,1882
1895569.000,42003,2,PI,1,100,1878
1895609.000,42020,3,PI,1,100,1868
1895649.000,42020,3,PI,1,100,1877
1895689.000,42020,3,PI,1,100,1894
1895729.000,42036,2,PI,1,100,1884
1895769.000,42036,2,PI,1,100,1881
1895809.000,42051,3,PI,1,100,1880
1895849.000,42051,3,PI,1,100,1884
1895889.000,42051,3,PI,1,100,1886
1895929.000,42069,2,PI,1,100,1886
1895969.000,42069,2,PI,1,100,1882
1896009.000,42085,3,PI,1,100,1894
1896049.000,42085,3,PI,1,100,1895
1896089.000,42085,3,PI,1,100,1877
1896129.000,42102,2,PI,1,100,1893
1896169.000,42102,2,PI,1,100,1892
1896209.000,42117,3,PI,1,100,1891
1896249.000,42117,3,PI,1,100,1894
1896289.000,42117,3,PI,1,100,1889
1896329.000,42136,2,PI,1,100,1891
1896369.000,42136,2,PI,1,100,1893
1896409.000,42152,3,PI,1,100,1897
1896449.000,42152,3,PI,1,100,1892
1896489.000,42152,3,PI,1,100,1892
1896529.000,42169,3,PI,1,100,1890
1896569.000,42169,3,PI,1,100,1884
1896609.000,42169,3,PI,1,100,1886
1896649.000,42184,2,PI,1,100,1877
1896689.000,42184,2,PI,1,100,1886
1896729.000,42201,3,PI,1,100,1881
1896769.000,42201,3,PI,1,100,1881
1896809.000,42201,3,PI,1,100,1875
1896849.000,42217,2,PI,1,100,1881
1896889.000,42217,2,PI,1,100,1881
1896929.000,42235,3,PI,1,100,1878
1896969.000,42235,3,PI,1,100,1892
1897009.000,42235,3,PI,1,100,1885
1897049.000,42249,2,PI,1,100,1883
1897089.000,42249,2,PI,1,100,1892
1897129.000,42266,3,PI,1,100,1896
1897169.000,42266,3,PI,1,100,1898
1897209.000,42266,3,PI,1,100,1889
1897249.000,42283,2,PI,1,100,1896
1897289.000,42283,2,PI,1,100,1888
1897329.000,42300,3,PI,1,100,1880
1897369.000,42300,3,PI,1,100,1880
1897409.000,42300,3,PI,1,100,1893
1897449.000,42314,2,PI,1,100,1884
1897489.000,42314,2,PI,1,100,1882
1897529.000,42331,3,PI,1,100,1881
1897569.000,42331,3,PI,1,100,1880
1897609.000,42331,3,PI,1,100,1890
1897649.000,42348,2,PI,1,100,1883
1897689.000,42348,2,PI,1,100,1879
1897729.000,42365,3,PI,1,100,1884
1897769.000,42365,3,PI,1,100,1875
1897809.000,42365,3,PI,1,100,1882
1897849.000,42380,3,PI,1,100,1879
1897889.000,42380,3,PI,1,100,1891
1897929.000,42380,3,PI,1,100,1877
1897969.000,42402,3,PI,1,100,1894
1898009.000,42402,3,PI,1,100,1898
1898049.000,42402,3,PI,1,100,1883
1898089.000,42418,3,PI,1,100,1888
1898129.000,42418,3,PI,1,100,1892
1898169.000,42418,3,PI,1,100,1897
1898209.000,42435,2,PI,1,100,1893
1898249.000,42435,2,PI,1,100,1892
1898289.000,42452,3,PI,1,100,1892
1898329.000,42452,3,PI,1,100,1891
1898369.000,42452,3,PI,1,100,1886
1898409.000,42469,2,PI,1,100,1906
1898449.000,42469,2,PI,1,100,1892
1898489.000,42483,3,PI,1,100,1886
1898529.000,42483,3,PI,1,100,1888
1898569.000,42483,3,PI,1,100,1899
1898609.000,42501,2,PI,1,100,1878
1898649.000,42501,2,PI,1,100,1888
1898689.000,42517,3,PI,1,100,1889
1898729.000,42517,3,PI,1,100,1880
1898769.000,42517,3,PI,1,100,1892
1898809.000,42534,2,PI,1,100,1888
1898849.000,42534,2,PI,1,100,1886
1898889.000,42549,3,PI,1,100,1895
1898929.000,42549,3,PI,1,100,1881
1898969.000,42549,3,PI,1,100,1880
1899009.000,42566,2,PI,1,100,1891
1899049.000,42566,2,PI,1,100,1878
1899089.000,42582,3,PI,1,100,1887
1899129.000,42582,3,PI,1,100,1882
1899169.000,42582,3,PI,1,100,1889
1899209.000,42599,3,PI,1,100,1884
1899249.000,42599,3,PI,1,100,1871
1899289.000,42599,3,PI,1,100,1881
1899329.000,42614,2,PI,1,100,1881
1899369.000,42614,2,PI,1,100,1873
1899409.000,42631,3,PI,1,100,1885
1899449.000,42631,3,PI,1,100,1879
1899489.000,42631,3,PI,1,100,1877
1899529.000,42647,2,PI,1,100,1879
1899569.000,42647,2,PI,1,100,1874
1899609.000,42665,3,PI,1,100,1881
1899649.000,42665,3,PI,1,100,1884
1899689.000,42665,3,PI,1,100,1880
1899729.000,42680,2,PI,1,100,1873
1899769.000,42680,2,PI,1,100,1888
1899809.000,42696,3,PI,1,100,1876
1899849.000,42696,3,PI,1,100,1891
1899889.000,42696,3,PI,1,100,1890
1899929.000,42713,2,PI,1,100,1891
1899969.000,42713,2,PI,1,100,1901
1900009.000,42730,3,PI,1,100,1889
1900049.000,42730,3,PI,1,100,1904
1900089.000,42730,3,PI,1,100,1897
1900129.000,42745,2,PI,1,100,1890
1900169.000,42745,2,PI,1,100,1899
1900209.000,42762,3,PI,1,100,1902
1900249.000,42762,3,PI,1,100,1895
1900289.000,42762,3,PI,1,100,1889
1900329.000,42778,2,PI,1,100,1899
1900369.000,42778,2,PI,1,100,1907
1900409.000,42795,3,PI,1,100,1908
1900449.000,42795,3,PI,1,100,1896
1900489.000,42795,3,PI,1,100,1897
1900529.000,42811,2,PI,1,100,1897
1900569.000,42811,2,PI,1,100,1890
1900609.000,42827,3,PI,1,100,1888
1900649.000,42827,3,PI,1,100,1890
1900689.000,42827,3,PI,1,100,1897
1900729.000,42843,3,PI,1,100,1884
1900769.000,42843,3,PI,1,100,1887
1900809.000,42843,3,PI,1,100,1885
1900849.000,42860,2,PI,1,100,1884
1900889.000,42860,2,PI,1,100,1887
1900929.000,42877,3,PI,1,100,1882
1900969.000,42877,3,PI,1,100,1894
1901009.000,42877,3,PI,1,100,1874
1901049.000,42892,2,PI,1,100,1882
1901089.000,42892,2,PI,1,100,1873
1901129.000,42908,3,PI,1,100,1881
1901169.000,42908,3,PI,1,100,1885
1901209.000,42908,3,PI,1,100,1879
1901249.000,42926,2,PI,1,100,1890
1901289.000,42926,2,PI,1,100,1882
1901329.000,42944,3,PI,1,100,1878
1901369.000,42944,3,PI,1,100,1898
1901409.000,42944,3,PI,1,100,1891
1901449.000,42959,2,PI,1,100,1897
1901489.000,42959,2,PI,1,100,1881
1901529.000,42975,3,PI,1,100,1889
1901569.000,42975,3,PI,1,100,1887
1901609.000,42975,3,PI,1,100,1889
1901649.000,42993,2,PI,1,100,1884
1901689.000,42993,2,PI,1,100,1886
1901729.000,43009,3,PI,1,100,1877
1901769.000,43009,3,PI,1,100,1882
1901809.000,43009,3,PI,1,100,1888
1901849.000,43024,2,PI,1,100,1882
1901889.000,43024,2,PI,1,100,1881
1901929.000,43041,3,PI,1,100,1886
1901969.000,43041,3,PI,1,100,1887
1902009.000,43041,3,PI,1,100,1878
1902049.000,43058,3,PI,1,100,1888
1902089.000,43058,3,PI,1,100,1873
1902129.000,43058,3,PI,1,100,1893
1902169.000,43076,4,PI,1,100,1892
1902209.000,43076,4,PI,1,100,1896
1902249.000,43076,4,PI,1,100,1893
1902289.000,43076,4,PI,1,100,1883
1902329.000,43092,3,PI,1,100,1895
1902369.000,43092,3,PI,1,100,1890
1902409.000,43092,3,PI,1,100,1902
1902449.000,43109,2,PI,1,100,1887
1902489.000,43109,2,PI,1,100,1890
1902529.000,43125,3,PI,1,100,1894
1902569.000,43125,3,PI,1,100,1888
1902609.000,43125,3,PI,1,100,1889
1902649.000,43141,2,PI,1,100,1888
1902689.000,43141,2,PI,1,100,1888
1902729.000,43157,3,PI,1,100,1880
1902769.000,43157,3,PI,1,100,1883
1902809.000,43157,3,PI,1,100,1881
1902849.000,43174,2,PI,1,100,1883
1902889.000,43174,2,PI,1,100,1880
1902929.000,43191,3,PI,1,100,1875
1902969.000,43191,3,PI,1,100,1880
1903009.000,43191,3,PI,1,100,1885
1903049.000,43211,4,PI,1,100,1882
1903089.000,43211,4,PI,1,100,1896
1903129.000,43211,4,PI,1,100,1895
1903169.000,43211,4,PI,1,100,1901
1903209.000,43227,2,PI,1,100,1890
1903249.000,43227,2,PI,1,100,1892
1903289.000,43243,3,PI,1,100,1898
1903329.000,43243,3,PI,1,100,1897
1903369.000,43243,3,PI,1,100,1891
1903409.000,43259,2,PI,1,100,1881
1903449.000,43259,2,PI,1,100,1888
1903489.000,43276,3,PI,1,100,1899
1903529.000,43276,3,PI,1,100,1875
1903569.000,43276,3,PI,1,100,1886
1903609.000,43293,3,PI,1,100,1890
1903649.000,43293,3,PI,1,100,1884
1903689.000,43293,3,PI,1,100,1892
1903729.000,43308,2,PI,1,100,1898
1903769.000,43308,2,PI,1,100,1879
1903808.667,43324,3,PI,1,100,1879
1903848.333,43324,3,PI,1,100,1892
1903888.000,43324,3,PI,1,100,1891
1903928.500,43342,2,PI,1,100,1890
1903969.000,43342,2,PI,1,100,1888
1904009.000,43358,3,PI,1,100,1901
1904049.000,43358,3,PI,1,100,1884
1904089.000,43358,3,PI,1,100,1891
1904129.000,43374,2,PI,1,100,1887
1904169.000,43374,2,PI,1,100,1891
1904209.000,43389,3,PI,1,100,1879
1904249.000,43389,3,PI,1,100,1882
1904289.000,43389,3,PI,1,100,1894
1904328.500,43407,2,PI,1,100,1882
1904368.000,43407,2,PI,1,100,1887
1904408.000,43423,3,PI,1,100,1889
1904448.000,43423,3,PI,1,100,1879
1904488.000,43423,3,PI,1,100,1872
1904528.000,43441,3,PI,1,100,1875
1904568.000,43441,3,PI,1,100,1866
1904608.000,43441,3,PI,1,100,1874
1904648.000,43457,3,PI,1,100,1882
1904688.000,43457,3,PI,1,100,1878
1904728.000,43457,3,PI,1,100,1881
1904768.000,43472,2,PI,1,100,1882
1904808.000,43472,2,PI,1,100,1879
1904848.000,43488,3,PI,1,100,1881
1904888.000,43488,3,PI,1,100,1891
1904928.000,43488,3,PI,1,100,1886
1904968.000,43506,2,PI,1,100,1890
1905008.000,43506,2,PI,1,100,1901
1905048.000,43522,3,PI,1,100,1889
1905088.000,43522,3,PI,1,100,1901
1905128.000,43522,3,PI,1,100,1877
1905168.000,43537,2,PI,1,100,1897
1905208.000,43537,2,PI,1,100,1895
1905248.000,43554,3,PI,1,100,1899
1905288.000,43554,3,PI,1,100,1901
1905328.000,43554,3,PI,1,100,1875
1905368.000,43571,3,PI,1,100,1900
1905408.000,43571,3,PI,1,100,1892
1905448.000,43571,3,PI,1,100,1900
1905488.000,43587,2,PI,1,100,1890
1905528.000,43587,2,PI,1,100,1886
1905568.000,43603,3,PI,1,100,1891
1905608.000,43603,3,PI,1,100,1893
1905648.000,43603,3,PI,1,100,1902
1905688.000,43619,2,PI,1,100,1892
1905728.000,43619,2,PI,1,100,1896
1905768.000,43636,3,PI,1,100,1896
1905808.000,43636,3,PI,1,100,1899
1905848.000,43636,3,PI,1,100,1908
1905888.000,43652,2,PI,1,100,1901
1905928.000,43652,2,PI,1,100,1895
1905968.000,43668,3,PI,1,100,1895
1906008.000,43668,3,PI,1,100,1897
1906048.000,43668,3,PI,1,100,1885
1906088.000,43684,2,PI,1,100,1888
1906128.000,43684,2,PI,1,100,1900
1906168.000,43701,3,PI,1,100,1893
1906208.000,43701,3,PI,1,100,1881
1906248.000,43701,3,PI,1,100,1887
1906288.000,43718,2,PI,1,100,1884
1906328.000,43718,2,PI,1,100,1887
1906368.000,43735,3,PI,1,100,1879
1906408.000,43735,3,PI,1,100,1878
1906448.000,43735,3,PI,1,100,1882
1906488.000,43751,2,PI,1,100,1877
1906528.000,43751,2,PI,1,100,1882
1906568.000,43769,3,PI,1,100,1891
1906608.000,43769,3,PI,1,100,1890
1906648.000,43769,3,PI,1,100,1883
1906688.000,43785,2,PI,1,100,1896
1906728.000,43785,2,PI,1,100,1885
1906768.000,43801,3,PI,1,100,1897
1906808.000,43801,3,PI,1,100,1895
1906848.000,43801,3,PI,1,100,1891
1906888.000,43817,3,PI,1,100,1877
1906928.000,43817,3,PI,1,100,1885
1906968.000,43817,3,PI,1,100,1888
1907008.000,43834,3,PI,1,100,1885
1907048.000,43834,3,PI,1,100,1894
1907088.000,43834,3,PI,1,100,1874
1907128.000,43850,2,PI,1,100,1890
1907168.000,43850,2,PI,1,100,1878
1907208.000,43867,3,PI,1,100,1872
1907248.000,43867,3,PI,1,100,1891
1907288.000,43867,3,PI,1,100,1878
1907328.000,43883,2,PI,1,100,1886
1907368.000,43883,2,PI,1,100,1897
1907408.000,43899,3,PI,1,100,1895
1907448.000,43899,3,PI,1,100,1895
1907488.000,43899,3,PI,1,100,1898
1907528.000,43915,2,PI,1,100,1900
1907568.000,43915,2,PI,1,100,1897
1907608.000,43933,3,PI,1,100,1894
1907648.000,43933,3,PI,1,100,1888
1907688.000,43933,3,PI,1,100,1894
1907728.000,43948,2,PI,1,100,1889
1907768.000,43948,2,PI,1,100,1887
1907808.000,43964,3,PI,1,100,1889
1907848.000,43964,3,PI,1,100,1887
1907888.000,43964,3,PI,1,100,1894
1907928.000,43981,2,PI,1,100,1882
1907968.000,43981,2,PI,1,100,1882
1908008.000,43998,3,PI,1,100,1883
1908048.000,43998,3,PI,1,100,1880
1908088.000,43998,3,PI,1,100,1883
1908128.000,44019,4,PI,1,100,1875
1908168.000,44019,4,PI,1,100,1880
1908208.000,44019,4,PI,1,100,1884
1908248.000,44019,4,PI,1,100,1875
1908288.000,44037,3,PI,1,100,1888
1908328.000,44037,3,PI,1,100,1890
1908368.000,44037,3,PI,1,100,1883
1908408.000,44053,3,PI,1,100,1883
1908448.000,44053,3,PI,1,100,1892
1908488.000,44053,3,PI,1,100,1889
1908528.000,44068,2,PI,1,100,1898
1908568.000,44068,2,PI,1,100,1895
1908608.000,44085,3,PI,1,100,1898
1908648.000,44085,3,PI,1,100,1891
1908688.000,44085,3,PI,1,100,1895
1908728.000,44102,2,PI,1,100,1882
1908768.000,44102,2,PI,1,100,1879
1908808.000,44118,3,PI,1,100,1895
1908848.000,44118,3,PI,1,100,1884
1908888.000,44118,3,PI,1,100,1884
1908928.000,44135,2,PI,1,100,1885
1908968.000,44135,2,PI,1,100,1876
1909008.000,44150,3,PI,1,100,1884
1909048.000,44150,3,PI,1,100,1890
1909088.000,44150,3,PI,1,100,1878
1909128.000,44167,3,PI,1,100,1896
1909168.000,44167,3,PI,1,100,1883
1909208.000,44167,3,PI,1,100,1903
1909248.000,44184,2,PI,1,100,1894
1909288.000,44184,2,PI,1,100,1892
1909328.000,44201,3,PI,1,100,1894
1909368.000,44201,3,PI,1,100,1897
1909408.000,44201,3,PI,1,100,1890
1909448.000,44215,2,PI,1,100,1896
1909488.000,44215,2,PI,1,100,1887
1909528.000,44232,3,PI,1,100,1894
1909568.000,44232,3,PI,1,100,1879
1909608.000,44232,3,PI,1,100,1886
1909648.000,44249,2,PI,1,100,1884
1909688.000,44249,2,PI,1,100,1885
1909728.000,44266,3,PI,1,100,1884
1909768.000,44266,3,PI,1,100,1872
1909808.000,44266,3,PI,1,100,1879
1909848.000,44280,2,PI,1,100,1877
1909888.000,44280,2,PI,1,100,1875
1909928.000,44298,3,PI,1,100,1878
1909968.000,44298,3,PI,1,100,1885
1910008.000,44298,3,PI,1,100,1896
1910048.000,44314,2,PI,1,100,1888
1910088.000,44314,2,PI,1,100,1885
1910128.000,44331,3,PI,1,100,1880
1910168.000,44331,3,PI,1,100,1895
1910208.000,44331,3,PI,1,100,1868
1910248.000,44347,3,PI,1,100,1881
1910288.000,44347,3,PI,1,100,1896
1910328.000,44347,3,PI,1,100,1885
1910368.000,44363,2,PI,1,100,1900
1910408.000,44363,2,PI,1,100,1907
1910448.000,44379,3,PI,1,100,1865
1910488.000,44379,3,PI,1,100,1888
1910528.000,44379,3,PI,1,100,1882
1910568.000,44396,2,PI,1,100,1881
1910608.000,44396,2,PI,1,100,1904
1910648.000,44412,3,PI,1,100,1871
1910688.000,44412,3,PI,1,100,1877
1910728.000,44412,3,PI,1,100,1906
1910768.000,44428,2,PI,1,100,1884
1910808.000,44428,2,PI,1,100,1891
1910848.000,44444,3,PI,1,100,1893
1910888.000,44444,3,PI,1,100,1893
1910928.000,44444,3,PI,1,100,1902
1910968.000,44462,2,PI,1,100,1900
1911008.000,44462,2,PI,1,100,1886
1911048.000,44478,3,PI,1,100,1909
1911088.000,44478,3,PI,1,100,1902
1911128.000,44478,3,PI,1,100,1897
1911168.000,44493,2,PI,1,100,1895
1911208.000,44493,2,PI,1,100,1899
1911248.000,44511,4,PI,1,100,1890
1911288.000,44511,4,PI,1,100,1889
1911328.000,44511,4,PI,1,100,1892
1911368.000,44511,4,PI,1,100,1885
1911408.000,44529,2,PI,1,100,1878
1911448.000,44529,2,PI,1,100,1898
1911488.000,44546,3,PI,1,100,1893
1911528.000,44546,3,PI,1,100,1889
1911568.000,44546,3,PI,1,100,1895
1911608.000,44563,2,PI,1,100,1889
1911648.000,44563,2,PI,1,100,1882
1911688.000,44578,3,PI,1,100,1881
1911728.000,44578,3,PI,1,100,1885
1911768.000,44578,3,PI,1,100,1877
1911808.000,44594,2,PI,1,100,1879
1911848.000,44594,2,PI,1,100,1883
1911888.000,44612,3,PI,1,100,1881
1911928.000,44612,3,PI,1,100,1885
1911968.000,44612,3,PI,1,100,1883
1912008.000,44628,2,PI,1,100,1890
1912048.000,44628,2,PI,1,100,1880
1912088.000,44643,3,PI,1,100,1881
1912128.000,44643,3,PI,1,100,1893
1912168.000,44643,3,PI,1,100,1893
1912208.000,44659,3,PI,1,100,1896
1912248.000,44659,3,PI,1,100,1889
1912288.000,44659,3,PI,1,100,1888
1912328.000,44677,2,PI,1,100,1895
1912368.000,44677,2,PI,1,100,1895
1912408.000,44693,3,PI,1,100,1886
1912448.000,44693,3,PI,1,100,1893
1912488.000,44693,3,PI,1,100,1896
1912528.000,44708,2,PI,1,100,1882
1912568.000,44708,2,PI,1,100,1884
1912614.500,44725,2,PI,1,100,1881
1912661.000,44725,2,PI,1,100,1881
1912701.000,44742,3,PI,1,100,1887
1912741.000,44742,3,PI,1,100,1896
1912781.000,44742,3,PI,1,100,1887
1912821.000,44758,2,PI,1,100,1883
1912861.000,44758,2,PI,1,100,1883
1912901.000,44775,3,PI,1,100,1891
1912941.000,44775,3,PI,1,100,1892
1912981.000,44775,3,PI,1,100,1898
1913021.000,44790,2,PI,1,100,1900
1913061.000,44790,2,PI,1,100,1896
1913101.000,44807,3,PI,1,100,1899
1913141.000,44807,3,PI,1,100,1894
1913181.000,44807,3,PI,1,100,1892
1913221.000,44828,5,PI,1,100,1900
1913261.000,44828,5,PI,1,100,1896
1913301.000,44828,5,PI,1,100,1898
1913341.000,44828,5,PI,1,100,1903
1913381.000,44828,5,PI,1,100,1882
1913421.000,44844,3,PI,1,100,1887
1913461.000,44844,3,PI,1,100,1892
1913501.000,44844,3,PI,1,100,1882
