LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
0.000000,0.000000,1726702013.316072,666090.000,40797,1,BV,1,100,3.71
0.000000,0.000000,1726702018.315142,671089.000,41608,1,BV,1,100,3.70
0.000000,0.000000,1726702023.315213,676089.000,42402,1,BV,1,100,3.70
0.000000,0.000000,1726702028.314283,681088.000,43229,1,BV,1,100,3.71
0.000000,0.000000,1726702033.314354,686088.000,44023,1,BV,1,100,3.70
0.000000,0.000000,1726702038.313424,691087.000,44820,1,BV,1,100,3.69
0.000000,0.000000,1726702043.313495,696087.000,45630,1,BV,1,100,3.70
0.000000,0.000000,1726702048.312566,701086.000,46436,1,BV,1,100,3.70
0.000000,0.000000,1726702053.312636,706086.000,47263,1,BV,1,100,3.71
0.000000,0.000000,1726702058.311707,711085.000,48059,1,BV,1,100,3.70
0.000000,0.000000,1726702063.311777,716085.000,48871,1,BV,1,100,3.71
0.000000,0.000000,1726702068.310848,721084.000,49696,1,BV,1,100,3.70
0.000000,0.000000,1726702073.310918,726084.000,50463,1,BV,1,100,3.70
0.000000,0.000000,1726702078.309989,731083.000,51290,1,BV,1,100,3.69
0.000000,0.000000,1726702083.310059,736083.000,52099,1,BV,1,100,3.69
0.000000,0.000000,1726702088.309130,741082.000,52900,1,BV,1,100,3.70
0.000000,0.000000,1726702093.309200,746082.000,53719,1,BV,1,100,3.70
0.000000,0.000000,1726702098.308271,751081.000,54522,1,BV,1,100,3.70
0.000000,0.000000,1726702103.308341,756081.000,55323,1,BV,1,100,3.69
0.000000,0.000000,1726702108.307412,761080.000,56142,1,BV,1,100,3.69
0.000000,0.000000,1726702113.307482,766080.000,56943,1,BV,1,100,3.70
0.000000,0.000000,1726702118.306553,771079.000,57744,1,BV,1,100,3.69
0.000000,0.000000,1726702123.306623,776079.000,58566,1,BV,1,100,3.69
0.000000,0.000000,1726702128.305694,781078.000,59353,1,BV,1,100,3.70
